,Unnamed: 0,Unnamed: 0.1,careerLevel,careerLevel_other,centerAffiliation,centerAffiliation_other,dataAmount_lsf,dataAnalDuration_sub,dataFormats_1,dataFormats_10,dataFormats_11,dataFormats_12,dataFormats_13,dataFormats_14,dataFormats_15,dataFormats_2,dataFormats_3,dataFormats_4,dataFormats_5,dataFormats_6,dataFormats_7,dataFormats_8,dataFormats_9,dataFormats_other,dataGenMethodSpec_1_1,dataGenMethodSpec_1_2,dataGenMethodSpec_1_3,dataGenMethodSpec_2_1,dataGenMethodSpec_2_2,dataGenMethodSpec_2_3,dataGenMethodSpec_3_1,dataGenMethodSpec_3_2,dataGenMethodSpec_3_3,dataGenMethodSpec_4_1,dataGenMethodSpec_4_2,dataGenMethodSpec_4_3,dataGenMethodSpec_5_1,dataGenMethodSpec_5_2,dataGenMethodSpec_5_3,dataGenMethodSpec_6_1,dataGenMethodSpec_6_2,dataGenMethodSpec_6_3,dataGenMethodSpec_7_1,dataGenMethodSpec_7_2,dataGenMethodSpec_7_3,dataGenMethod_1,dataGenMethod_2,dataGenMethod_3,dataGenMethod_4,dataGenMethod_5,dataGenMethod_6,dataGenMethod_o,dataGenMethod_other,dataInPublication,dataOrigin_MeasVsSim,dataOrigin_SelvVsReuse,dataStorage_0,dataStorage_1,dataStorage_2,dataStorage_3,dataStorage_other,docAuto_2,docAuto_3,docAuto_4,docAuto_5,docAuto_6,docAuto_7,docAuto_8,docAuto_9,docAuto_other,docDefSchema,docDigital_2,docDigital_3,docDigital_4,docDigital_5,docDigital_6,docDigital_7,docDigital_8,docDigital_9,docDigital_other,docMetadata_2,docMetadata_3,docMetadata_4,docMetadata_5,docMetadata_6,docMetadata_7,docMetadata_8,docMetadata_9,docMetadata_other,docMethod_0,docMethod_1,docMethod_2,docMethod_3,docMethod_other,docMotivation_0,docMotivation_1,docMotivation_2,docMotivation_3,docMotivation_4,docMotivation_5,docMotivation_6,docMotivation_other,docObstacles_0,docObstacles_1,docObstacles_4,docObstacles_5,docObstacles_6,docObstacles_7,docObstacles_8,docObstacles_9,docObstacles_other,docStandards_1,docStandards_10,docStandards_11,docStandards_12,docStandards_13,docStandards_14,docStandards_15,docStandards_16,docStandards_17,docStandards_18,docStandards_19,docStandards_2,docStandards_20,docStandards_21,docStandards_22,docStandards_23,docStandards_24,docStandards_25,docStandards_26,docStandards_3,docStandards_4,docStandards_5,docStandards_6,docStandards_7,docStandards_8,docStandards_9,docStandards_other,docStructured,experimentDuration_sub,fairFamiliarity,feedback,id,interviewtime,lastpage,longtermStorage,lsfIdent_1,lsfIdent_10,lsfIdent_11,lsfIdent_2,lsfIdent_3,lsfIdent_4,lsfIdent_5,lsfIdent_6,lsfIdent_7,lsfIdent_8,lsfIdent_9,lsfIdent_other,orcid,pubAmount,pubMetadata_0,pubMetadata_1,pubMetadata_21,pubMetadata_22,pubMetadata_23,pubMetadata_24,pubMetadata_31,pubMetadata_32,pubMetadata_33,pubMetadata_41,pubMetadata_42,pubMetadata_43,pubMetadata_44,pubMetadata_51,pubMetadata_52,pubMetadata_61,pubMetadata_62,pubMetadata_71,pubMetadata_72,pubMetadata_81,pubMetadata_82,pubMetadata_83,pubMetadata_91,pubMetadata_92,pubMetadata_93,pubMetadata_other,pubMethod_1,pubMethod_2,pubMethod_3,pubMethod_other,pubMotivation_1,pubMotivation_2,pubMotivation_3,pubMotivation_4,pubMotivation_5,pubMotivation_6,pubMotivation_7,pubMotivation_other,pubObstaclesA_0,pubObstaclesA_1,pubObstaclesA_2,pubObstaclesA_3,pubObstaclesA_4,pubObstaclesA_5,pubObstaclesA_6,pubObstaclesA_7,pubObstaclesA_other,pubObstaclesB_0,pubObstaclesB_1,pubObstaclesB_2,pubObstaclesB_3,pubObstaclesB_4,pubObstaclesB_5,pubObstaclesB_6,pubObstaclesB_7,pubObstaclesB_other,pubRepo_1,pubRepo_2,pubRepo_3,pubRepo_4,pubRepo_5,researchArea,researchAreaAGRI,researchAreaAGRI_other,researchAreaBIO,researchAreaBIO_other,researchAreaCHEM,researchAreaCHEM_other,researchAreaGEO,researchAreaGEO_other,researchAreaING,researchAreaING_other,researchAreaLIFE,researchAreaLIFE_other,researchAreaMATH,researchAreaMATH_other,researchAreaMED,researchAreaMED_other,researchAreaPHYS,researchAreaPHYS_other,researchAreaPSYCH,researchAreaPSYCH_other,researchArea_other,researchFieldHGF,seed,servFormat_1,servFormat_2,servFormat_3,servFormat_4,servFormat_5,servFormat_6,servNeeds_sub_0,servNeeds_sub_1,servNeeds_sub_2,servNeeds_sub_3,servNeeds_sub_4,servNeeds_sub_5,servNeeds_sub_6,servNeeds_sub_7,servNeeds_sub_8,servNeeds_sub_9,servNeeds_sub_other,software_1,software_2,software_3,startlanguage,submitdate,yearsInResearch,centerAffiliation_short,Hub,Unnamed: 270,Unnamed: 271,researchAreaCombined,researchAreaWithLife
609,609,609,PhD student,,Karlsruhe Institute of Technology (KIT),,0,,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,2,2,No,Yes,Yes,No,,none,none,none,,,,,,,,all,all,all,,,,,,,True,True,True,False,False,False,False,False,,False,True,False,True,,,,,,,,,,False,True,False,False,False,False,False,True,Aufwand/fehlende wiederverwertbarkeit von (selbst erstellten) Templates,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,82,458.3,5,Yes,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,True,True,False,,,,,,,Engineering Science,,,,,,,,,Energy Engineering,,,,,,,,,,,,,Energy,685697885,very interested,very interested,moderately interested,moderately interested,very interested,moderately interested,False,False,False,True,True,True,False,True,False,True,,Matlab/Simulink,Python,,de,1980-01-01 00:00:00,1 to 3 years,KIT,Energy,,,Energy Engineering,Engineering Science
610,610,610,Postdoc,,Karlsruhe Institute of Technology (KIT),,,,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 GB - 100 GB,5,1,No,No,Yes,No,,,,,some of them,,,,,,,,,,some of them,,,,,,False,False,False,True,False,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,83,341.35,5,Yes,,,,,,,,,,,,,,5,False,False,,,,,,,,,,,,True,True,,,,,,,,,,,,False,True,False,,False,False,False,True,True,False,False,,False,False,True,True,False,False,True,False,,,,,,,,,,,Zenodo,,,,,Engineering Science,,,,,,,,,Materials Engineering,,,,,,,,,,,,,Energy,2048361356,very interested,very interested,moderately interested,moderately interested,moderately interested,moderately interested,False,False,False,False,False,True,False,True,True,False,,Pace3D,Kadi4Mat,,de,1980-01-01 00:00:00,7 to 10 years,KIT,Energy,,,Materials Engineering,Engineering Science
611,611,611,Principal Investigator,,Karlsruhe Institute of Technology (KIT),,0,,False,True,True,True,True,True,False,True,False,True,True,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),4,2,No,Yes,No,No,,none,none,none,none,,none,,none,,,some of them,some of them,some of them,some of them,,some of them,,,,True,True,True,True,False,True,False,True,,False,False,False,True,,,,,,,,,,False,True,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,84,763.09,5,Yes,,,,,,,,,,,,,,30,False,False,True,False,True,True,True,True,True,False,True,True,False,False,True,,,False,False,,,,False,False,False,,False,False,True,,False,False,False,True,True,True,False,,False,False,True,True,False,False,True,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Electrical Engineering,,,,,,,,,,,,,Energy,1437138533,,moderately interested,,,moderately interested,,True,,,,,,,,,,,PowerFactor (DIgSILENT),Matlab,Excel,de,1980-01-01 00:00:00,More than 10 years,KIT,Energy,,,Electrical Engineering,Engineering Science
612,612,612,PhD student,,Karlsruhe Institute of Technology (KIT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,85,45.59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Computer Science,,,,,,,,,,,,,Energy,1757290566,,,,,,,,,,,,,,,,,,,,,de,,Less than 1 year,KIT,Energy,,,Computer Science,Engineering Science
613,613,613,Research associate,,Karlsruhe Institute of Technology (KIT),,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know.,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,86,368.04,3,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,,True,False,False,False,False,False,False,,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Computer Science,,,,,,,,,,,,,Energy,30015231,,,,,,,,,,,,,,,,,,,,,de,,More than 10 years,KIT,Energy,,,Computer Science,Engineering Science
614,614,614,Principal Investigator,,Karlsruhe Institute of Technology (KIT),,0,,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,"Geodatan (Shapefiles, GeoJSON, KML)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 100 MB,2,4,No,Yes,Yes,No,,none,none,,none,some of them,,,some of them,,Yes,some of them,some of them,,some of them,all,,,all,,True,True,False,True,True,False,False,True,,False,False,True,True,,False,True,False,False,True,False,True,,False,True,True,True,False,True,False,False,,False,,,,False,False,False,True,False,True,False,True,False,False,False,False,False,,False,False,True,,,,,,,Yes,,I am familiar with the FAIR data guidelines.,,87,840.18,5,Yes,,,,,,,,,,,,,,25,False,False,True,True,False,False,True,True,True,,,,,False,False,True,False,,,,,,True,False,False,,False,False,False,Website,True,True,False,True,False,False,False,,False,False,False,True,False,False,True,False,Politische/rechtliche Voraussetzung für die Veröffentlichung von Daten fehlen,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Computer Science,,,,,,,,,,,,,Energy,1079773896,very interested,very interested,moderately interested,moderately interested,moderately interested,moderately interested,False,True,False,False,True,True,True,True,True,True,,Elastic Search,InfluxDB,CartoDB,de,1980-01-01 00:00:00,More than 10 years,KIT,Energy,,,Computer Science,Engineering Science
615,615,615,Other,Programme Manager,Karlsruhe Institute of Technology (KIT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am familiar with the FAIR data guidelines.,,88,82.27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Energy Engineering,,,,,,,,,,,,,Energy,1226863387,,,,,,,,,,,,,,,,,,,,,de,,More than 10 years,KIT,Energy,,,Energy Engineering,Engineering Science
616,616,616,Postdoc,,Helmholtz-Zentrum Dresden-Rossendorf (HZDR),,0,,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,1,1,No,No,Yes,Yes,,none,,,some of them,,,,,,,some of them,,,all,,,,,,True,False,False,True,False,False,False,False,,False,False,False,True,,,,,,,,,,False,True,True,True,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,89,457.77,5,No,,,,,,,,,,,,,,50,False,False,False,False,False,True,,,,,,,,True,False,,,,,,,,,,,,False,True,False,,True,True,False,False,False,True,False,,False,False,True,False,False,True,False,False,,,,,,,,,,,Rodare,,,,,Engineering Science,,,,,,,,,Mechanical Engineering,,,,,,,,,,,,,Energy,1107775323,not interested,moderately interested,moderately interested,moderately interested,moderately interested,not interested,False,False,False,True,True,False,True,False,True,True,,,,,de,1980-01-01 00:00:00,4 to 6 years,HZDR,Energy,,,Mechanical Engineering,Engineering Science
617,617,617,Research associate,,Karlsruhe Institute of Technology (KIT),,0,,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,No,No,Yes,No,,none,none,,,none,,,some of them,,,some of them,some of them,,,all,,,all,,True,True,False,False,True,False,False,True,,False,False,False,True,,,,,,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,90,527.92,5,Yes,,,,,,,,,,,,,,20,False,False,False,True,True,False,False,True,True,,,,,,,True,False,,,,,,False,False,False,,False,False,False,,False,False,False,True,False,True,False,,False,False,False,False,False,True,True,True,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Computer Science,,,,,,,,,,,,,Energy,1410400721,very interested,moderately interested,moderately interested,moderately interested,very interested,very interested,False,False,True,True,True,True,True,True,True,False,,Eigene Software,Influx,Grafana,de,1980-01-01 00:00:00,1 to 3 years,KIT,Energy,,,Computer Science,Engineering Science
618,618,618,PhD student,,Karlsruhe Institute of Technology (KIT),,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 100 MB,5,2,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,,False,False,True,False,,,,,,,,,,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,91,873.47,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,,,,,,,Engineering Science,,,,,,,,,Computer Science,,,,,,,,,,,,,Energy,281613072,,,,,,,True,,,,,,,,,,,MATLAB,Visual Studio Code,,de,1980-01-01 00:00:00,1 to 3 years,KIT,Energy,,,Computer Science,Engineering Science
619,619,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,57322484,,,,,,,,,,,,,,,,,,,,,de,,,,Energy,,,,
620,620,620,Principal Investigator,,Forschungszentrum Jülich (FZJ),,,,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 GB - 100 GB,5,4,No,Yes,Yes,No,,,,some of them,some of them,,,,,,No,,,some of them,some of them,,,,,,False,False,True,True,False,False,False,False,,False,False,False,False,Skripte zur Automatisierung von Simulationen,False,True,False,True,True,False,False,,False,True,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,I apply the FAIR data guidelines to the best of my knowledge and/or ability.,,95,8196.33,5,Yes,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,True,False,False,,,,,,,Chemistry,,,,,Theoretical Chemistry,,,,,,,,,,,,,,,,,Energy,1744520244,moderately interested,very interested,moderately interested,not interested,not interested,very interested,False,False,False,False,False,False,True,False,True,False,,Gromacs,ORCA,VASP,de,1980-01-01 00:00:00,More than 10 years,FZJ,Energy,,,Theoretical Chemistry,Chemistry
621,621,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,1583265734,,,,,,,,,,,,,,,,,,,,,de,,,,Energy,,,,
622,622,622,PhD student,,Karlsruhe Institute of Technology (KIT),,0,,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I don't know.,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,97,140.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Energy Engineering,,,,,,,,,,,,,Energy,553464602,,,,,,,,,,,,,,,,,,,,,de,,Less than 1 year,KIT,Energy,,,Energy Engineering,Engineering Science
623,623,623,Research associate,,German Aerospace Center (DLR),,0,,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 GB - 100 GB,4,5,No,No,Yes,No,,,none,,none,,,,,,,,some of them,,some of them,,,,,,False,True,False,True,False,False,False,False,,False,False,False,True,,,,,,,,,,False,False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,98,498.29,5,No,,,,,,,,,,,,,,25,False,False,,,,,True,False,False,,,,,True,True,,,,,,,,,,,,True,True,False,,True,True,False,False,False,True,False,,False,False,True,False,False,False,False,False,,,,,,,,,,,Zenodo,,,,,Physics,,,,,,,,,,,,,,,,,Meteorology,,,,,Energy,484027346,moderately interested,moderately interested,not interested,not interested,moderately interested,not interested,False,False,False,True,True,False,True,False,False,True,,jupyter,slurm,notepad++,de,1980-01-01 00:00:00,7 to 10 years,DLR,Energy,,,Meteorology,Physics
624,624,624,Research associate,,German Aerospace Center (DLR),,90,,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,3,1,No,Yes,No,No,,none,some of them,,,none,,,,,,some of them,all,,,all,,,,,True,True,False,False,True,False,False,False,,False,False,False,True,,,,,,,,,,False,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,99,1514.97,5,Yes,False,False,False,False,False,False,False,False,False,False,False,"HPC Cluster, M2VP,SRV",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,True,True,False,,,,,,,Engineering Science,,,,,,,,,Aerospace Engineering,,,,,,,,,,,,,Energy,1164784955,moderately interested,moderately interested,moderately interested,very interested,moderately interested,not interested,False,False,False,False,True,True,True,True,True,True,,Tecplot,Python,CFD-Simulation,de,1980-01-01 00:00:00,More than 10 years,DLR,Energy,,,Aerospace Engineering,Engineering Science
625,625,625,PhD student,,Forschungszentrum Jülich (FZJ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,100,64.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,Materials Engineering,,,,,,,,,,,,,Energy,1333771437,,,,,,,,,,,,,,,,,,,,,en,,Less than 1 year,FZJ,Energy,,,Materials Engineering,Engineering Science
626,626,626,PhD student,,Karlsruhe Institute of Technology (KIT),,0,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),2,4,No,No,Yes,No,,none,none,,,,none,,,,,all,all,,,,all,,,,True,True,False,False,False,True,False,False,,False,False,False,True,,,,,,,,,,False,True,False,True,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,101,450.87,5,Yes,,,,,,,,,,,,,,90,False,False,True,False,True,True,True,True,False,,,,,,,,,True,False,,,,,,,,True,False,True,,True,True,False,False,True,False,False,,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,Engineering Science,,,,,,,,,,,,,,,,,,,,,Informatik,Energy,99356606,moderately interested,moderately interested,very interested,not interested,very interested,not interested,False,False,True,True,True,True,False,True,True,False,,R,Python,Overleaf,de,1980-01-01 00:00:00,1 to 3 years,KIT,Energy,,,,Engineering Science
627,627,627,Principal Investigator,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,10,,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),2,1,No,No,Yes,No,,none,,none,none,,,,,,,some of them,,some of them,all,,,,,,True,False,True,True,False,False,False,False,,False,True,True,False,,,,,,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,I am familiar with the FAIR data guidelines.,,103,1049.39,5,Yes,False,False,False,True,True,False,False,True,False,False,False,,,10,False,False,False,False,True,True,,,,True,True,True,True,False,True,,,,,,,,,,,,True,False,False,,True,True,False,True,False,False,False,,True,,,,,,,,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Energy,651420205,very interested,very interested,very interested,very interested,very interested,very interested,False,False,False,True,True,True,True,False,False,True,,Pythonskripte,Latex,Libreoffice/MS Office,de,1980-01-01 00:00:00,More than 10 years,HZB,Energy,,,Condensed Matter Physics,Physics
628,628,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,660426860,,,,,,,,,,,,,,,,,,,,,en,,,,Energy,,,,
629,629,629,Postdoc,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,0,,False,True,True,True,False,True,False,False,True,False,True,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 GB - 10 GB,4,2,No,Yes,Yes,No,,none,some of them,,none,,,,,,,some of them,some of them,,some of them,,,,,,True,True,False,True,False,False,False,False,,False,True,False,True,,,,,,,,,,False,True,False,True,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I am not sure,,This is the first time I have heard about the FAIR data guidelines.,,105,832.19,5,I don't know,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,Lack of knowledge on how to do it in practice,,,,,,Chemistry,,,,,Physical Chemistry,,,,,,,,,,,,,,,,,Energy,762344678,very interested,very interested,moderately interested,moderately interested,very interested,moderately interested,False,True,False,True,True,False,True,False,False,True,,Comsol Multiphysics,Matlab,Labview (in-house application for measurement setup),en,1980-01-01 00:00:00,7 to 10 years,HZB,Energy,,,Physical Chemistry,Chemistry
630,630,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy,1765885271,,,,,,,,,,,,,,,,,,,,,de,,,,Energy,,,,
631,631,631,Postdoc,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,0,,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 MB - 1000 MB (1 GB),2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is the first time I have heard about the FAIR data guidelines.,,107,247.19,3,I don't know,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,,True,True,False,False,True,False,False,,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,,Physics,,,,,,,,,,,,,,,,,Condensed Matter Physics,,,,,Energy,141395593,,,,,,,,,,,,,,,,,,Origin,Mathematica,,en,,4 to 6 years,HZB,Energy,,,Condensed Matter Physics,Physics
632,632,632,Postdoc,,Helmholtz-Zentrum Berlin für Materialien und Energie (HZB),,30,,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 GB - 100 GB,2,1,No,Yes,Yes,No,,some of them,,some of them,some of them,,,,,,,some of them,,some of them,some of them,,,,,,True,False,True,True,False,False,False,False,,False,True,False,True,,,,,,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,This is the first time I have heard about the FAIR data guidelines.,,108,917.99,5,I don't know,False,False,False,False,True,False,False,True,False,False,False,"PSI, ESRF",,70,False,False,False,False,True,True,,,,True,True,True,False,False,True,,,,,,,,,,,,False,False,False,"Ausgewertete Daten als Graph, Bild oder Video",False,True,False,False,False,True,False,,False,False,False,False,False,True,False,False,Rohdaten veröffentlichen scheint im Bereich nicht gängige Praxis zu sein,,,,,,,,,,,,,,,Chemistry,,,,,Analytical Chemistry,,,,,,,,,,,,,,,,,Energy,595023077,very interested,very interested,moderately interested,moderately interested,very interested,moderately interested,False,True,False,False,True,True,True,False,True,False,,Matlab,Mathematica,"ImageJ, FiJi, Java",de,1980-01-01 00:00:00,7 to 10 years,HZB,Energy,,,Analytical Chemistry,Chemistry
