# Dataset: HMC Survey 2021 Data
# Title: Helmholtz Metadata Collaboration Survey 2021
# Description: Survey data on research data management practices within the Helmholtz Association
# Year: 2021
# Source: Helmholtz Metadata Collaboration
# License: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Last Updated: 2021
# Contact: For questions about this dataset, please refer to the project repository
# Format: CSV (Comma-Separated Values)
# Encoding: UTF-8
# This dataset is identical to the following original publication: Arndt, W., Gerlich, S. C., Hofmann, V., Kubin, M., Kulla, L., Lemster, C., Mannix, O., Nolden, M., Rink, K., Schweikert, J., Shankar, S., Söding, E., Steinmeier, L., & Suess, W. (2022). HMC Community Survey 2021 (Version 1.0.0) [Data set]. GESIS, Cologne. https://doi.org/10.7802/2433.
"id","DTPUB1b/1","DTPUB1b/2","DTPUB1b/3","DTPUB1b/other","DTPUB3/1","DTPUB3/2","DTPUB3/3","DTPUB3/4","DTPUB3/5","DTPUB3/6","DTPUB3/7","DTPUB3/other","DTPUB4a/0","DTPUB4a/1","DTPUB4a/2","DTPUB4a/3","DTPUB4a/4","DTPUB4a/5","DTPUB4a/6","DTPUB4a/7","DTPUB4a/other","DTPUB4b/0","DTPUB4b/1","DTPUB4b/2","DTPUB4b/3","DTPUB4b/4","DTPUB4b/5","DTPUB4b/6","DTPUB4b/7","DTPUB4b/other","DTPUB5/1","DTPUB5/2","DTPUB5/3","DTPUB5/4","DTPUB5/5","DTPUB6/1","DTPUB7/1","DTPUB7/21","DTPUB7/22","DTPUB7/23","DTPUB7/24","DTPUB7/31","DTPUB7/32","DTPUB7/33","DTPUB7/41","DTPUB7/42","DTPUB7/43","DTPUB7/44","DTPUB7/51","DTPUB7/52","DTPUB7/61","DTPUB7/62","DTPUB7/71","DTPUB7/72","DTPUB7/81","DTPUB7/82","DTPUB7/83","DTPUB7/91","DTPUB7/92","DTPUB7/93","DTPUB7/other","DTPUB7/0","interviewtime/_","lastpage/_","PERBG1/_","PERBG1/other","PERBG2/_","PERBG3/_","PERBG3/other","PERBG3AGRI/_","PERBG3AGRI/other","PERBG3BIO/_","PERBG3BIO/other","PERBG3CHEM/_","PERBG3CHEM/other","PERBG3GEO/_","PERBG3GEO/other","PERBG3ING/_","PERBG3ING/other","PERBG3LIFE/_","PERBG3LIFE/other","PERBG3MATH/_","PERBG3MATH/other","PERBG3MED/_","PERBG3MED/other","PERBG3PHYS/_","PERBG3PHYS/other","PERBG3PSYCH/_","PERBG3PSYCH/other","PERBG4/_","PERBG6/_","PERBG6/other","PERBG7/_","PERBG8/_","RDMPR1/1","RDMPR1/2","RDMPR1/3","RDMPR1/0","RDMPR1/other","RDMPR10/1","RDMPR10/2","RDMPR10/3","RDMPR11/0","RDMPR11/1","RDMPR11/4","RDMPR11/5","RDMPR11/6","RDMPR11/7","RDMPR11/8","RDMPR11/9","RDMPR11/other","RDMPR12/1","RDMPR12/2","RDMPR12/3","RDMPR12/4","RDMPR12/5","RDMPR12/6","RDMPR12/0","RDMPR12/other","RDMPR3/1","RDMPR3/2","RDMPR3/3","RDMPR3/other","RDMPR3/0","RDMPR4/_","RDMPR5/_","RDMPR6/1","RDMPR6/2","RDMPR6/3","RDMPR6/4","RDMPR6/5","RDMPR6/6","RDMPR6/7","RDMPR6/8","RDMPR6/9","RDMPR6/10","RDMPR6/11","RDMPR6/12","RDMPR6/13","RDMPR6/14","RDMPR6/15","RDMPR6/16","RDMPR6/17","RDMPR6/18","RDMPR6/19","RDMPR6/20","RDMPR6/21","RDMPR6/22","RDMPR6/23","RDMPR6/24","RDMPR6/25","RDMPR6/26","RDMPR6/other","RDMPR7/2","RDMPR7/3","RDMPR7/4","RDMPR7/5","RDMPR7/6","RDMPR7/7","RDMPR7/8","RDMPR7/9","RDMPR7/other","RDMPR8/2","RDMPR8/3","RDMPR8/4","RDMPR8/5","RDMPR8/6","RDMPR8/7","RDMPR8/8","RDMPR8/9","RDMPR8/10","RDMPR9/2","RDMPR9/3","RDMPR9/4","RDMPR9/5","RDMPR9/6","RDMPR9/7","RDMPR9/8","RDMPR9/9","RDMPR9/10","RSDP1/1A2","RSDP1/3A4","RSDP10/_","RSDP11/_","RSDP1b/1","RSDP1c/1","RSDP1c/2","RSDP1c/3","RSDP1c/4","RSDP1c/5","RSDP1c/6","RSDP1c/7","RSDP1c/8","RSDP1c/9","RSDP1c/10","RSDP1c/11","RSDP1c/other","RSDP2/1","RSDP2/2","RSDP2/3","RSDP2/4","RSDP2/5","RSDP2/6","RSDP2/other","RSDP2b/1-1","RSDP2b/1-2","RSDP2b/1-3","RSDP2b/2-1","RSDP2b/2-2","RSDP2b/2-3","RSDP2b/3-1","RSDP2b/3-2","RSDP2b/3-3","RSDP2b/4-1","RSDP2b/4-2","RSDP2b/4-3","RSDP2b/5-1","RSDP2b/5-2","RSDP2b/5-3","RSDP2b/6-1","RSDP2b/6-2","RSDP2b/6-3","RSDP2b/7-1","RSDP2b/7-2","RSDP2b/7-3","RSDP3/1","RSDP3/2","RSDP3/3","RSDP3/4","RSDP3/5","RSDP3/6","RSDP3/7","RSDP3/8","RSDP3/9","RSDP3/10","RSDP3/11","RSDP3/12","RSDP3/13","RSDP3/14","RSDP3/15","RSDP3/other","RSDP4/_","RSDP7/_","RSDP8/_","SERVC1/1","SERVC1/2","SERVC1/3","SERVC1/4","SERVC1/5","SERVC1/6","SERVC1/7","SERVC1/8","SERVC1/9","SERVC1/other","SERVC1/0","SERVC2/1","SERVC2/2","SERVC2/3","SERVC2/4","SERVC2/5","SERVC2/6","submitdate/_"
"561","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","793.78","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Apply FAIR","","True","","","","Anonymized","Anonymized","Anonymized","","True","","","","True","","","","","","","","","","","","","True","True","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","True","","","","","All","All","All","","All","","","","","Some of them","Some of them","Some of them","","Some of them","","","","","Mostly simulated","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","True","","","True","True","True","True","True","True","","","100 MB - 1000 MB (1 GB)","","True","","","","","True","True","","","","","moderately interested","","","moderately interested","","","1980-01-01 00:00:00"
"564","","","","In repository","True","True","","","","","","","","","True","True","True","","True","","","","","","","","","","","","","","","","","80.0","","","","True","True","","","","True","True","","True","","","True","","","","","","","","","","","","504.94","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","7 to 10 years","Principal Investigator","","","Not familiar with FAIR","True","","","","","Anonymized","Anonymized","Tecplot","True","","","","","","","","","True","True","True","True","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","","","All","","All","","All","","","","","None","","All","","All","","","","","Mostly measured","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","True","","True","True","","","True","True","True","True","True","","","100 GB - 1000 GB (1 TB)","","","","","","","","","","","","True","not interested","not interested","not interested","not interested","not interested","not interested","1980-01-01 00:00:00"
"565","","","","","","","","","","True","","","True","","","","","","","","","","","","","","","","","","","","","","","60.0","","","","True","True","","True","True","True","True","","","","","","","","","","","","","","","","","561.95","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Familiar with FAIR","","True","","","","MATLAB / Simulink","Python","Office Software (unspecified)","","True","True","","","","","","","True","True","True","True","","True","","","","","True","","","Yes","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","All","All","Some of them","","","","","","","Some of them","All","Some of them","","","","","","","Purely measured","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","","","","","True","","","","1 GB - 10 GB","","","","True","","","","","","","","","moderately interested","very interested","moderately interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"567","","","","Other","True","True","","","","True","","","","","True","","True","","True","","","","","","","","","","","","","","","","","5.0","","True","True","True","True","True","True","True","True","True","True","True","","","","","","True","","","","","True","","","","1393.94","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","7 to 10 years","Research Associate","","","Apply FAIR","","True","","","","Python","C/C++","MATLAB / Simulink","","True","","","True","True","","","","True","True","","","","","","","","","True","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","True","","True","","All","All","Some of them","","","All","","Some of them","","None","None","None","","","None","","None","","Mostly measured","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","True","","","True","True","","True","","","","100 GB - 1000 GB (1 TB)","","","","True","","True","","True","True","True","","","moderately interested","very interested","","very interested","moderately interested","very interested","1980-01-01 00:00:00"
"568","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","Legal / ethical concerns","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","638.34","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","Research Associate","","","Not familiar with FAIR","","True","","","","Excel (Spreadsheets)","Python","Anonymized","True","","","","","","","","","True","True","True","True","","True","","","True","True","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","All","All","All","All","All","","","","","None","None","None","None","All","","","","","Purely measured","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","True","","","True","True","True","","True","","","","10 GB - 100 GB","","","","","","","","True","","","","","very interested","not interested","not interested","not interested","not interested","not interested","1980-01-01 00:00:00"
"569","True","","","","True","","","","","True","","Guidelines / policies of publishers","","True","True","","","True","","","","","","","","","","","","","","","","","","10.0","","","","True","True","","","","True","True","","","","","","True","","","","","","","","","","","760.58","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","PhD candidate","","","Not familiar with FAIR","True","True","","","","CATIA CAD-software","Office Software (unspecified)","Anonymized","","True","","True","True","","","","","","","","","","","","","True","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","True","","","","","All","Some of them","Some of them","","Some of them","","","","","Some of them","Some of them","None","","Some of them","","","","","Mostly simulated","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","True","True","True","","","","True","True","True","","","","100 MB - 1000 MB (1 GB)","","True","","","True","True","","","","","","","very interested","moderately interested","very interested","moderately interested","very interested","very interested","1980-01-01 00:00:00"
"570","True","","","","True","","","","True","True","","","","","True","True","","True","","True","","","","","","","","","","","","","","","","10.0","","True","True","True","True","True","True","True","True","True","True","True","","True","True","True","","","","","","","","","","","759.78","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","","","","","","","","","","","","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Not familiar with FAIR","","True","","","","R","Anonymized","Python","","","True","","True","","","","","True","True","True","True","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","True","","","","All","All","All","All","All","Some of them","","","","Some of them","Some of them","Some of them","None","Some of them","None","","","","Mostly measured","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","True","True","True","True","True","True","","True","True","","","100 GB - 1000 GB (1 TB)","","True","","True","True","True","","","True","","","","moderately interested","very interested","very interested","moderately interested","moderately interested","very interested","1980-01-01 00:00:00"
"574","","","","","","","","","","","","","","","","","","","","","","True","","","","","","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","645.69","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","Less than 1 year","Student","","","Not familiar with FAIR","True","True","","","","Python","Anonymized","LabVIEW","","True","True","True","True","","","True","","True","True","True","","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","All","All","","","","","","","","None","Some of them","","","","","","","","Equally measured and simulated","Mostly generated","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","","","","","","True","","","True","True","","","True","","","","moderately interested","moderately interested","not interested","moderately interested","very interested","not interested","1980-01-01 00:00:00"
"576","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","357.65","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Mathematics","","","","","","","","","","","","","","","Data Science","","","","","","","Less than 1 year","Research Associate","","","Not familiar with FAIR","","True","","","","Python","Git","Anonymized","","","","","True","","","","","","","","","","True","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","True","","","","All","All","","","","All","","","","None","None","","","","None","","","","Purely measured","Purely reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","True","True","","","","","","","","","True","True","True","True","True","","","very interested","very interested","moderately interested","not interested","moderately interested","very interested","1980-01-01 00:00:00"
"577","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","True","True","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1181.02","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","","Verkehrswissenschaften","","","","","","","","","","","","","","","","","","","","","1 to 3 years","Research Associate","","","Not familiar with FAIR","True","True","","","","Python","Visual Studio","Database Management System","True","","","","","","","","","","","","","","","","","","True","","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","All","","All","","","","","","","All","","All","","","","","","Purely measured","Mostly reused","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","True","","","","","","True","","","True","True","","","1 GB - 10 GB","","True","True","True","","","","True","True","True","","","very interested","very interested","very interested","not interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"578","","True","","","","","","","True","","","Guidelines / policies of publishers","","","True","True","","True","True","True","","","","","","","","","","","Zenodo","","","","","50.0","","","","","","","","","","","True","True","True","True","","","","","","","","","","","","","812.26","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Physics","","","","","","","","","","","","","","","","","","Meteorology","","","","More than 10 years","Research Associate","","","Apply FAIR","","True","","","","","","","","True","True","True","","","","","","","","","","","","","","","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","True","","","","","","All","","All","All","","","","","","None","","None","None","","","","","","Mostly simulated","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","True","","","","True","True","","","True","Binary non-scientific formats","","> 1 TB","","True","True","True","True","True","True","True","True","","","","very interested","moderately interested","very interested","moderately interested","very interested","very interested","1980-01-01 00:00:00"
"579","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","329.92","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Systems Engineering","","","","","","","","","","","","4 to 6 years","Research Associate","","","Familiar with FAIR","","","","True","","Python","QGIS/GDAL","Visual Studio","","","True","True","True","","","","","","","","","","","","","True","True","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","","","","","","","","","","","","","","","","Mostly measured","Mostly reused","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","True","","","10 GB - 100 GB","","True","True","True","","True","","","","","","","moderately interested","very interested","not interested","moderately interested","moderately interested","not interested","1980-01-01 00:00:00"
"580","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","568.68","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Industrial Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","Principal Investigator","","Not familiar with FAIR","","True","","","","Excel (Spreadsheets)","Anonymized","Word","","True","","True","","True","","","","True","","","","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","True","","","","All","All","","","","All","","","","None","None","","","","None","","","","Equally measured and simulated","Equally generated and reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","True","","True","","","","I don't know","","","","","","","","","","","","True","not interested","not interested","moderately interested","not interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.0","True","","","","","","","","","","","","","","","","","","","","","","","","","","338.03","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Psychology","","","","","","","","","","","","","","","","","","","","","Human Factors","More than 10 years","Principal Investigator","Principal Investigator","","Not familiar with FAIR","","True","","","","","","","","True","True","","","True","","","","","True","True","True","True","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","","","","","All","All","All","All","All","","","","","None","None","None","None","None","","","","","Purely measured","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","True","","","True","","True","","","","1 GB - 10 GB","","","","","","","","","","","","","","","","","","","1980-01-01 00:00:00"
"588","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","520.38","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","Research Associate","","","Not familiar with FAIR","True","True","","","","MATLAB / Simulink","Python","Excel (Spreadsheets)","","True","True","","True","True","","True","","","","","","","","","","","True","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","True","","","","","Some of them","Some of them","","","All","","","","","None","None","","","None","","","","","Mostly measured","Purely generated","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","True","True","True","","","True","","","1 GB - 10 GB","","True","True","True","","","","True","True","True","","","moderately interested","very interested","moderately interested","very interested","not interested","moderately interested","1980-01-01 00:00:00"
"590","","","","","","","","","","","","","","","","","","","","","","","True","","","","True","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","420.62","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","","Logistik/Verkehr","","","","","","","","","","","1 to 3 years","Research Associate","","","Not familiar with FAIR","True","True","","","","Python","Anonymized","Anonymized","","True","True","","","","","","","","","","","","","","","","","True","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","","","","","","All","All","All","All","","","","","","None","All","None","None","","","","","","Purely simulated","Equally generated and reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","True","","","","True","True","","True","","","","1 GB - 10 GB","","True","","","True","True","True","True","True","","","","moderately interested","very interested","very interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"591","","","","","","","","","","","","","","","","","","","","","","True","","True","","","True","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","331.1","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","1 to 3 years","Research Associate","","","Not familiar with FAIR","","True","","","","CATIA CAD-software","Python","ANSYS","True","","","","","","","","","","","","","","","","","","","True","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","Some of them","Some of them","","","","","","","","Some of them","Some of them","","","","","","","","Equally measured and simulated","Equally generated and reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","","True","True","True","","","","","1 GB - 10 GB","","True","True","","","","","","","","","","moderately interested","moderately interested","not interested","not interested","moderately interested","not interested","1980-01-01 00:00:00"
"595","True","","","","True","","True","","True","","","","","True","True","True","","","","","Technical support needed","","","","","","","","","","","","","","","10.0","","","","","True","True","","","","","","","","","","","","","","","","","","","","","521.88","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Psychology","","","","","","","","","","","","","","","","","","","","Industrial and Organisational Psychology","","More than 10 years","Principal Investigator","Principal Investigator","","Not familiar with FAIR","","True","","","","R","Python","SPSS","","True","True","True","","","","","","","","","","","","","","True","True","","","","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","","","","","","Some of them","Some of them","","Some of them","","","","","","Some of them","Some of them","","Some of them","","","","","","Mostly measured","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","True","True","True","True","True","True","","","","","","","10 GB - 100 GB","","True","True","True","True","","True","True","True","","","","very interested","very interested","very interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"596","True","","","","","","","True","True","True","","","","","True","True","","","","","","","","","","","","","","","","","","","","85.0","","","","","","","","","","","","","","","","","","","","","","","","","","True","605.52","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Psychology","","","","","","","","","","","","","","","","","","","","","","1 to 3 years","PhD candidate","","","Not familiar with FAIR","","True","","","","","","","","","","True","True","True","","","","","","","","","","","","","","","","True","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","Some of them","","","","","","","","","None","","","","","","","","","Purely measured","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","True","","True","","True","","True","True","True","True","","","","1 GB - 10 GB","","","","","","","","","","","","","very interested","very interested","very interested","very interested","very interested","very interested","1980-01-01 00:00:00"
"597","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1816.81","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","1 to 3 years","Research Associate","","","Not familiar with FAIR","True","True","","","","","","","","","","True","True","","","","","True","True","True","","","","","","","True","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","All","All","","","","","","","","Some of them","Some of them","","","","","","","","Mostly measured","Equally generated and reused","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","True","","","","","","","True","True","True","","","True","True","True","","","","very interested","very interested","very interested","very interested","very interested","","1980-01-01 00:00:00"
"599","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1876.88","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","Principal Investigator","","Not familiar with FAIR","","True","","","","MATLAB / Simulink","Anonymized","Anonymized","","True","","","True","","","","","True","","True","True","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","True","","True","","","","","All","All","All","","All","","","","","Some of them","Some of them","Some of them","","Some of them","","","","","Equally measured and simulated","Purely reused","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","True","","","","","True","True","True","","","True","","","100 MB - 1000 MB (1 GB)","","","True","True","","True","","True","True","","","","not interested","very interested","moderately interested","moderately interested","moderately interested","moderately interested","1980-01-01 00:00:00"
"600","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","617.02","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","More than 10 years","Principal Investigator","","","Not familiar with FAIR","True","True","","","","MATLAB / Simulink","","","True","","","","","","","","","True","True","True","True","","","","","","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","","","","All","","All","","","","","","","Some of them","","Some of them","","","","","","","Equally measured and simulated","Mostly generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","","","True","True","","","","","","100 MB - 1000 MB (1 GB)","","","","","","","","","","","","True","moderately interested","moderately interested","not interested","not interested","not interested","moderately interested","1980-01-01 00:00:00"
"601","True","","","","True","True","","","","True","","","","","True","","","True","","True","","","","","","","","","","","","","","","","10.0","","","","","","","True","True","","True","","","","","","","","","","","","","","","","","913.81","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Physics","","","","","","","","","","","","","","","","","","Meteorology","","","","4 to 6 years","Research Associate","","","Familiar with FAIR","True","True","","","","Python","MATLAB / Simulink","C/C++","","True","","","True","","","","","True","True","True","True","","","","","True","","True","","","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","","","True","","","All","All","","All","","","All","","","All","All","","All","","","All","","Equally measured and simulated","Purely generated","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","True","","","","True","True","","True","True","","","10 GB - 100 GB","","","True","","","","","","","True","","","not interested","very interested","very interested","moderately interested","very interested","moderately interested","1980-01-01 00:00:00"
"602","","","","","","","","","","","","","","","","","","","","","","","","","","","True","True","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","344.9","Completed the survey","Anonymized","Anonymized","Aeronautics, Space and Transportation","Engineering Science","","","","","","","","","","Aerospace Engineering","","","","","","","","","","","","1 to 3 years","PhD candidate","","","Not familiar with FAIR","","True","","","","MATLAB / Simulink","Anonymized","Anonymized","","True","","","","","","","","","","","","","","","","True","True","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","True","","True","","","","","None","","","","Some of them","","","","","Some of them","","Some of them","","None","","","","","Mostly simulated","Mostly generated","Not sure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","","","","","","","","True","True","True","True","","","","100 MB - 1000 MB (1 GB)","","","","","","","","True","True","","","","not interested","not interested","moderately interested","not interested","moderately interested","moderately interested","1980-01-01 00:00:00"
